property_id,price
d56159653f5d2abc5ed5acd7,566792213.3911655
45550aa81c0151f1fd9fd8fe,514527529.0517921
735deef3382aa15930482f3e,619056897.730539
0dd49fa8bb7be52b851c6dc9,566792213.3911655
7d3220a91e78f8bc2924d1cd,566792213.3911655
d3054072b2175deec2c1f8dc,671549735.8015903
b7574b06d593fca4eac59815,671549735.8015903
79e822115c5c1a4531366001,374117398.4028917
d3ed5316a463d38c1bd321d0,848088030.9466847
2f1880c9b8f7ac2715e1236d,772099255.3780321
dcca1c7f109175760ff531c6,566792213.3911655
dfc4f3facf91bbd93ee0fa4d,671321582.0699126
30e134a6cbe61d7954d0f56b,492859324.4217364
385fee7bd9ad7722d45dd034,464099453.77546996
87199c236bf22903d1aafdd0,456754199.49637395
19e19ad0cd6b5e84d8aa970e,608152395.2696874
907f968e78d748fde69dd44f,629317308.8838487
be094e5db0f784e3aa013aae,505109265.06180924
7ab96f83915bc84f8c03c1bd,565549920.4509311
07f4aa9b9ff5b0b05d31e6c0,750146152.4060682
e9be8cd37abed8ab510ba1f5,662987623.1134671
5f6ad58df27b562db077b5ce,706438002.3179255
ee96d947484aaace40f9b77f,671801928.2483822
15c4aef8401208054697b81e,532537036.63972926
22d6cb11333f2839b8112b89,903150016.7060491
288c09c33907dadbae495c11,1013809177.0709578
f71d2bca0c5fe2720a1544c4,671321582.0699126
451744cf3ce55a98db8a3562,671321582.0699126
fba9ae05a6a8a9e0c6268a9f,671321582.0699126
1338e58f7dcebf5a1ea59388,671321582.0699126
a817e8da0ada143ac87277ee,583940477.4825261
46d8bb3e9a0ca584d3c7a317,671549735.8015903
b2506aa9463aebf01e1e00ca,671549735.8015903
7ec025b9b6e6f33bf65af41b,671549735.8015903
2ff531e27672ecd2362eed55,619056897.730539
9b3cf0d1b91b9c6a2a887647,619056897.730539
7db5291ce4602d9b2b266872,531789870.0089914
65d5918e826c33bb950fc008,619170974.5963778
395c34e4b8f52cbdb0522459,619170974.5963778
855f4b67d2bd6d18fd03d8e7,619170974.5963778
9ff06409b37e5b5dece4604a,619170974.5963778
0508cd7bd2c77ebb6fea1e56,619170974.5963778
b45fff2e718e54772d46a3fd,619170974.5963778
cf4d2297b73dbc357d21e31b,619170974.5963778
0ada7044c5b29925abc90879,619170974.5963778
6305f02255274ab5fb6bd39c,706552079.1837643
d9a94194ae1350512beff3e6,706552079.1837643
e3896296cb80d50d9ad3f903,706552079.1837643
6514f355887c64136edb5595,793933183.771151
f03400cc18e12903b3ffbe5a,566792213.3911655
4e134600155a64783b3f8c3e,566792213.3911655
d63ebc63c82fbf66d8b6ffd3,654173317.978552
1bd64811bd59706844230198,654173317.978552
a83921284639eedd4a511cb6,654173317.978552
a2f3f7a1cd573e2a33f52e2d,654173317.978552
47344a66471fa51f61c64652,654173317.978552
78fd849c9429091347d7e5c9,654173317.978552
c3daf2abea55af99c9579319,654173317.978552
52864916eb1984abca41ec66,741554422.5659386
c62494a9d7aede44f2f84023,741554422.5659386
a2b576643f7a032371587e5e,828935527.1533251
e53bc68f0e97ccead24f3e56,619056897.730539
fd82c710aad91bc90af490fe,566792213.3911655
d436abc2ee37ba3dd561e940,566792213.3911655
216a598114a403676011cb51,619056897.730539
ea230d5eccd2b687888173bb,514527529.0517921
18bd0dd7580f2a7cb19a90b9,367347549.4745255
b143c8ca6d334f6a73c3f2a0,401845282.7161831
ab388cb4fa511968783bafee,671549735.8015903
6a4f08cd04d558a56af732d9,475645588.08010155
7216c895aa047c4f405c4941,485054060.7823718
a493488dcd906dc74cf8a604,566792213.3911655
7844b0b2bc65dced90a355c6,566792213.3911655
c1976383069b6b82ab29d092,501771017.5732632
e5cfd99e2308b7b73581dbdc,619170974.5963778
c18c2ea88f4ac53970b53d2c,671549735.8015903
842c9f0e4edf1e5a672ce15e,566792213.3911655
7dd1e46dcbddc6bf5ef694de,489226387.3035696
6cc4f32b39180bd1ec7e117b,566792213.3911655
79e643789a85dc4ffad49a25,778654901.0288917
b3402a9173d289d6db78e09d,654173317.978552
a446507813234e358db8b573,575571322.9371817
c8ef57ddfb35061d1876f94e,635158316.7182264
360be0df2c003005e3db080e,848088030.9466847
9ab245a4c91877cb7a8661ce,955046388.5954145
a57a34c7486e7a40e8deb316,706552079.1837643
ceba7d0f56f6cb03538962fb,706552079.1837643
d5475993f9db58c3e4baf7a3,670706044.2667085
d37a1dda09e30da13ff5bfc3,706552079.1837643
68a8b8d077a8232723bf37e9,706438002.3179255
e1eea7716ca6490b7640717a,706552079.1837643
4ae6d75b10848d259ecba576,706552079.1837643
17afbce5c0b56732abbea936,706552079.1837643
84a2673eccd3cf3bd7fd3eb0,741554422.5659386
f2f4e6cbafe527b155707f01,741554422.5659386
de2e3a592cda5b76c9573c5c,741554422.5659386
fac651cf404a58f24dc7d286,1073789068.8570354
e6f312a0877af26b69855a3d,1074839063.1638598
333a643c623a9bc75f3a40f2,741554422.5659386
64593641e470908ef23b46cb,776556765.9481126
ce9f2f0071be658ae75ca6f9,890635663.0977309
9ab385e399a4673732b6a799,654173317.978552
3429c774b736cefc051e2c55,619170974.5963778
a51ad0372758b2bbfe73f8fd,619170974.5963778
8c801a266256e3fbabe7e3d2,462532349.8753811
ca2f81b8fb6fda20aefb0ccb,566792213.3911655
3c1b1f86087f9b99380e387c,566792213.3911655
b0cad5d612954b8cab18101c,778280693.9614183
7eb991f4c69215377e4dac8f,685023385.9507549
0d130b8bea4321300396fa34,989824017.1993812
8dfa059401e1dca80ae65ae1,638725781.5861189
3e3f264cd0ac7a65ed2349a2,801926307.9461726
112dce80bf512f3f24391d23,559625432.3924294
ff25ded6333278149f8fb68f,566792213.3911655
d555b82c192794e87e9d536f,566792213.3911655
a787382d96ef9fce8f27bc70,783449793.2906405
8c3aa295f7bcfd9a43eb2037,794581053.6670767
13ac95652fb3cf6c43dafc66,577302327.2974845
42fc6a80b882c32f6264ac10,671321582.0699126
1e9c53e09220d689a0210ab9,584168631.2142038
3348706086aa3db5c92259c3,619170974.5963778
66d402a9b7d05f29282ddb00,671549735.8015903
cf88be51d6f31c10e5868ff7,619170974.5963778
