property_id,price
d56159653f5d2abc5ed5acd7,570689264.7118291
45550aa81c0151f1fd9fd8fe,511507971.58779466
735deef3382aa15930482f3e,629870557.8358634
0dd49fa8bb7be52b851c6dc9,570689264.7118291
7d3220a91e78f8bc2924d1cd,570689264.7118291
d3054072b2175deec2c1f8dc,570689264.7118291
b7574b06d593fca4eac59815,570689264.7118291
79e822115c5c1a4531366001,385118918.056138
d3ed5316a463d38c1bd321d0,914737540.4284793
2f1880c9b8f7ac2715e1236d,786510747.1270565
dcca1c7f109175760ff531c6,570689264.7118291
dfc4f3facf91bbd93ee0fa4d,689051850.9598978
30e134a6cbe61d7954d0f56b,483871083.3471557
385fee7bd9ad7722d45dd034,456430934.9325861
87199c236bf22903d1aafdd0,446511827.2108784
19e19ad0cd6b5e84d8aa970e,603747524.5532113
907f968e78d748fde69dd44f,641621186.4225088
be094e5db0f784e3aa013aae,513686540.32542026
7ab96f83915bc84f8c03c1bd,546216699.7673064
07f4aa9b9ff5b0b05d31e6c0,761839697.1084261
e9be8cd37abed8ab510ba1f5,664776025.8414446
5f6ad58df27b562db077b5ce,712054389.6994295
ee96d947484aaace40f9b77f,676678955.1074939
15c4aef8401208054697b81e,576825489.0205417
22d6cb11333f2839b8112b89,953277298.3165314
288c09c33907dadbae495c11,1089691018.2897434
f71d2bca0c5fe2720a1544c4,689051850.9598978
451744cf3ce55a98db8a3562,689051850.9598978
fba9ae05a6a8a9e0c6268a9f,689051850.9598978
1338e58f7dcebf5a1ea59388,689051850.9598978
a817e8da0ada143ac87277ee,606868019.0963315
46d8bb3e9a0ca584d3c7a317,570689264.7118291
b2506aa9463aebf01e1e00ca,570689264.7118291
7ec025b9b6e6f33bf65af41b,570689264.7118291
2ff531e27672ecd2362eed55,629870557.8358634
9b3cf0d1b91b9c6a2a887647,629870557.8358634
7db5291ce4602d9b2b266872,488505432.8482628
65d5918e826c33bb950fc008,570689264.7118291
395c34e4b8f52cbdb0522459,570689264.7118291
855f4b67d2bd6d18fd03d8e7,570689264.7118291
9ff06409b37e5b5dece4604a,570689264.7118291
0508cd7bd2c77ebb6fea1e56,570689264.7118291
b45fff2e718e54772d46a3fd,570689264.7118291
cf4d2297b73dbc357d21e31b,570689264.7118291
0ada7044c5b29925abc90879,570689264.7118291
6305f02255274ab5fb6bd39c,652873096.5753952
d9a94194ae1350512beff3e6,652873096.5753952
e3896296cb80d50d9ad3f903,652873096.5753952
6514f355887c64136edb5595,735056928.4389615
f03400cc18e12903b3ffbe5a,570689264.7118291
4e134600155a64783b3f8c3e,570689264.7118291
d63ebc63c82fbf66d8b6ffd3,652873096.5753952
1bd64811bd59706844230198,652873096.5753952
a83921284639eedd4a511cb6,652873096.5753952
a2f3f7a1cd573e2a33f52e2d,652873096.5753952
47344a66471fa51f61c64652,652873096.5753952
78fd849c9429091347d7e5c9,652873096.5753952
c3daf2abea55af99c9579319,652873096.5753952
52864916eb1984abca41ec66,735056928.4389615
c62494a9d7aede44f2f84023,735056928.4389615
