property_id,time_cfinanciero
4fa04a187235d7509a43a8cf,4054
f9cfbb306af543a759c1f3f2,5060
957a84e8e93ae2b33bc6f61b,5329
eb32d75b32bc5e8677207fc7,5319
880a6e7bd74dc2568940d275,6123
847cf8c0907ac512c8a0fc74,2311
a5a8d725bc0813847bab03f1,4437
8f4986c3d1ffb934558342e9,3861
835b0b0a59a523fb39bb569e,5273
61e681bc3574d96b1b8f36a1,3795
6688f1c06ef81e8aaa584340,4698
cde56ba411b61f8bda1e2462,2310
b73d00764c9e0a94aac5b4f7,6084
03241335538f394cf2bf9647,4516
8349ebead093a6452883637e,2629
9460c9fbe2955fdef0e0f4d6,2519
c26287001c5df25d08030218,2328
e38088a70c575132d7cfd2b7,2411
feb994495375dae146299fa4,1838
de7c2f0648a789db971c0b17,1838
5ca0cd46a1e5c28fd25fdd65,4865
846c1731216bd1e3b63b7a7c,5022
41c891287b7284e3a5962f6e,3533
fdcf28334ca76670c597fb34,2905
a748fdc26f41c066561c0ecd,4762
6b8d7d9d8e0636765954415d,2455
8290a144a2267e0bf964c17d,3865
563253dfd164c1a526b9c9aa,2922
28db029094ff6f9835480aad,3201
728035c102cfb413c2303152,2596
f5d92f861bf992ce3ef086f1,2766
e3d8d7802e2ef441f35e3bdc,2461
4731febed4a8eb228b792dc9,2461
9f8235166c895b795743097a,1959
292267c0ab43fcc5a993f76a,1959
2a28834194763e014eaa35eb,3023
01815f1ae3d3bd7cfc9b1047,2081
74d04cfbca166ab77add0f2d,4280
4e14b0a748475a1a5fa4bc47,3513
b50e5e67c85a1ae1cdf0bf3b,4814
301c8dbf14fb681bb94ea012,5171
65c14986e6a28b9345e84003,3962
b7688a977e260d4d168c4389,2950
32af12d5a1278132e10287ba,3817
85088376c428e4a258910010,3817
309ec655873eeddd339ce4e7,2095
cf5519cfe7695935445e16f2,2757
8278f39270f3b1233032f0b2,3098
3813cd4e8611eeb0653a852d,4365
b6657bd1da5ba39a653b0445,2565
f73279cf26a9b0d4b8f8a1aa,4365
6c1dc6a9c6a6868a26f354c3,2382
982fa7535cb9280a1bbffcbe,3758
82b1bf13d4211f9462fe9e01,2047
52aeb65cc515f03b66e2fc6e,3579
b11c2f1359cf927de40aefad,1826
f446ef51c25f9dd1f53f4aba,3570
d9505f6ea37d7c0078a041f0,2683
d6a865261fe1e15f62be5e9e,2289
be295a89f5e8fd6d9d8c072b,1992
3c22744d099eb4548d4225a5,2924
5f085ce7d02efecb346efdf0,1990
45da4ac97ae2a342562fba76,2497
e4b1af60b83bea12ca2af801,4363
cbe4f0d8c2c53c46fd11ca84,2751
473bef947a47fd462f416008,2248
c0d9f460df4d4df4574c0a5a,3448
765195b6814f186fb12ce860,2318
88a5694ec722b9a3e05563cd,2865
9d7cd2c9346cc44b64b488ff,2109
3efe31f3a5556ad506c87fc2,3418
73a60ff718b2c32c81906734,2910
9006dacc97a42c9e60912c5b,2327
d5f13ff897a076041a60a1b2,4246
54631c707aef6e9387bc1d79,4418
4c760815356d1c5ae2643699,2437
10fe013bd5db9a39a4b1fbce,3094
7d76aadc2740b4a3c4cc7fb7,2095
b9967425c859b37f1a2cfec2,2572
81631afb984fdfeb0e71dff9,3828
3b37c9dec548ed82b6daf9c4,2329
a283f69c2ff66a51bc76673d,1990
14e44b682748c0e703d45613,3166
a9d9be2c4ff459d305269509,3166
8547c5af5af205919bcb98c2,4798
122ec30ba744473551ca7243,6500
15684baf7771dd13d5bb3a73,2608
ad83b52bed84388321f931ad,2939
272b75afc943e07089aa8a10,3571
1cc85f713e59199b908a2e7b,2665
b8220fb7ddf4a579c88c318a,3745
8fe87c95ecdc4e74950bdac1,1969
253bb36b5d5b7ad19ee98b05,4332
9ddebb01dc2b52317066b889,3168
6a8cb25f25eee9f2cf6acdd7,5669
dda3a68d099bb7865fea8b95,3611
761d3ddda4e77280b21d2283,5115
f40c9968a05ffa48c7b65233,1810
555ad229c272f521323204c0,2612
8db84bd5de71186393d01df4,3912
9611ddd0c402f5e7588322be,2551
bb7d8788382711fad30aa16a,4989
9207ee5fe88bf95229dc2405,4687
92d274e7eeccabc58332fb1e,4579
c8b7a06c3f062bdfc8753c72,5278
7a09a4ef9c84b905b59de7ac,2518
bb76aa417a3e3d1a7535808e,4136
afd7c78160da1ba94b50dcee,4955
7a6d7a80f3b05429055ce89e,2650
e779c2a042927d404cc4422e,4950
8f38374c65e2168a15727db8,4798
151fb9ef2950c74a46d46234,4769
614e3592e6fd3a4a92385083,3374
64d5cce955d3896844b27a20,4819
af8acb1a1aa1c84597be5e3b,2332
94a472d158efa617390ecaf8,2509
27b5164875beae6d4633e56b,2572
42a8ccc24fd39027cab909ce,2947
9212eb07164f6fa1e014f34c,6307
bc513fa0b2fdf85823a2233a,4871
7710bce46ca6bf2ffa8ea801,3400
5340110eee76639143562b43,3363
f9663dcc284e83e4163d7747,2290
10e3e3d22a841ccf5ada63c3,2876
81ac7c50f45c23ffbf4d3ae7,2976
641a4a6c04695c9a46cfe0d1,2313
aebffd5c4c52776e2dc5b380,2852
aecabf87cd55ecb4426012ec,1711
1dcd0edbe0e89fd8229fc7a7,2074
097104a0c9a9529eeb93f205,2246
15fd5db09d9fc8efb59f1ab5,2650
b823439a2b194e95da193137,4273
3077ae7abdddef5d89928879,2650
e267e06dd33616f6b1f14aaa,2246
58c7b461e1f79dd409c1dbd5,2650
4882611109e695d1becce965,4391
0bd39bf346fa85ca5e17132a,2294
50a800498200415f52cae258,2097
c24ac9463aa350c08cb3a19c,4571
2e1c208938aa983c0827ab80,1795
55d0dad97a87c8e26fc8678d,2655
e4310eacf064a34bf4509f4f,4212
a5d7c3eaacd0d26e5871de7b,3687
511ebd725348ee5c5b31d254,3985
5d646a83633b1feb6ccc6dde,2767
922787178fcb9aea7a7fcd87,2594
9121b4b41ebda6f043dc9964,3848
9641571c1749cd623f2633f7,3875
6aa5e1189008d105461c25a7,6320
ef037c87bc1a9e43044815d9,3257
1ec7989352429bdc290f5ff6,4493
05f59d29bb564cb0fcf9fc6f,2937
06957243330165ff783d0ae5,2610
477d6e633a60d040407bcc11,4210
03172aa4c3833a4a6b7aafd1,2953
2a952da2bf5e8861d5ddda4d,2724
bc0e84cc5fb6f15eb57e8093,5694
8e26b6aeb32dcbd6fa279075,2624
907806ec5979a9ff6ece999b,2624
aaad2494a00eb559a9bdca89,4173
260c32e86b380bf6185ab9bd,3317
29f2a536d61f42cc8b82a333,4285
d7c872b4e770ad02774a6ab5,2639
eaf1f3d4b301021a2ad7d0b6,3688
222b2759cba947736f357852,2709
392304a4731800a4ab234ec4,2958
917e534de35c8af19ef3662c,2334
8a2867c01fb8a993d726bdda,5425
b773ab4e0cdc98377c7930d6,4672
e0772141f796c5fc5824cc59,5363
c77b1a8babb79da127d4084f,3922
8718133655546b030028046b,2679
1525ee93cc74757440e4887d,2109
a9c2d7d70e0f462192460843,3568
640eba4218e7ad60380de035,3087
734c08c88b51ede7c6ed632f,4415
4b835725c676d812e5925e9a,2109
3e4701772ca607d77038042d,2877
a9caedc4eb3e7235134cc81e,4369
9318702fdfc5e054a7c3f94a,2937
a05d471eb383637141f7869a,4069
3c2d5752b7e0f52c4632c869,4418
75eedf3bfef72dc1cf44e2a6,3642
45089a75f811a5c4a63a6576,2600
3a3118a2fe4a23a4ddcda3a8,3094
82e80f3e218d3696793551fa,4372
e382203fea78055a481c1a07,3458
23d8500593b71e0a3473c49c,3642
ca7d21980a44e802a8bcb3ed,3642
e2de8621291d284dcb209e03,2928
e06a6b659db5a3aaabfce140,2824
f276403c37b94005f3c1c916,3046
9cbb8596fcb47469a34fb38c,3700
40cc7359affb9e1c1e0574b4,4053
1d44d3ec50b8f3f7b36d29ef,2413
b8bd37d602aafa1461fb69bc,4466
dbfc3e6b0c3aa992851fa7b5,4396
abe4346403671918ae98f23f,2095
3ccdea8ebb722d3afbc684c3,4742
d2815dcdd85f0106c6438037,4443
0923bcd0568d89de2cc71a1f,2315
9463dcdcb39d92e0ad22aa12,4814
8cede0b1c061dd152f85a23e,3817
cbe488f48e57ef7bed3560a3,4214
1cb10d88b93b4337d5ce7113,2411
5e2038446771850fc0659cbb,4335
20098db69e8ab1951cdc14b5,3959
f4174493e7633e5af6178948,4311
acc73c18c17ecb47c3326035,3284
09b21628f9cae633284c2d80,2332
d525018b0ca49cb1e92ac945,1835
cc912251e69c4fa5550f1e9e,2371
dacab168b8f41d0929124e5c,2928
670ac91d2e7d5930302e213c,4335
d136071d4b846b9e9feec77c,3497
d65f9b2c8ea80507ca7e6322,2930
9eed94c0d73ec1b3b5b7ac9c,3150
4112e5b5a5f004c2af3c07d0,4466
57e43f354a43d390c268649e,4621
65ef893e7f55dbab05b687b5,4264
582ee8f3456c12be7be0a4ee,2938
347d058b9f34bdc81ff5549d,2332
8dbe8c19023fa7b63e53c2c2,4772
25c7d06ba0f8b9886d7b051a,2864
a42be8a714fd34fcb8af54d5,2928
ca9a42a46f9d88acb2c3e558,2919
9f0b9f38fa7666d8ace44797,2876
adc481de4349ec9cf9a8cadf,2432
3b10928ab32d5e89c26edc55,2867
dbbe6a6b1ec985a227add088,2948
fff1c1f3e6704f4333b0ac2a,2369
6850515b860c7ee2bea8436d,2633
b369707128a0ea8494cce566,2306
73fb2d4e83ef4649c7d786b8,2399
a0ba83f910ba33b5f18e5a94,4496
e0168044ca32b35cb057ab10,2312
dfd626321eba0dab770471dc,2053
0e2741544461bdd9c31591d9,1822
c9373541e95254b22fd12b56,1591
56e0caa0b76e6796265545b0,1870
cb69f5c4888fa8cc2a3cb6ce,2043
b7142d600d8eb91d313cf8f7,2178
25c202b581791bbd7658519c,1471
dedf760cb575c70b5d202575,1095
631709d84e43d1994eed02ed,5311
96be8b19acd025cdb1738b1c,5409
bb023cfce3d0b9346bccb7de,5409
8cf35450840fcf4d8bc52094,5119
9bde35c8cf2f2f0f6b5dd87e,2729
0132a99e22adcfbc1fde904f,2729
7a3ac4bec13227d536971d02,2568
e9280e41b745f4b19803a260,4935
7a137d1ebda88ad87b77e32a,2799
2362b37ece54574b692fbeea,5809
71ef838cd716a070897c23d6,3005
13e6c5e06352c4abb3f6afc7,3930
10a3a6d6660c27bccc68bde7,2589
d675293ec37089307c726f88,3608
4e149eb507666b8f8996cc2c,3769
baa1851aaf7914745256e9b6,5074
5220d7e9eafdd10d27151147,3715
c9afe38c93e34a03e308c206,2614
a04fb788fbcf63edbe760c07,4223
55549fd94ca77cd4c6cd7dd8,3369
62ff9a6639d743e542347e85,3284
ee8eac44145ba80fafc7cace,3321
72410609a9bd17dfc94d51f4,2382
30bf2cfb22f764c72f23397d,4380
f167bdd7c309edba4632b80a,4380
ae3c9afedf7640d1876c01e9,2786
2ec9b30eda1a7b49267e4c1d,2298
d4db184d08a075042926475d,2808
038f5b9cf6bbb7bba448d92b,4335
bb0d90ddd429ffe86161a087,5062
8d8add5918077919704847d5,2977
dad6c20a5db2cb102eabb30b,2753
ad631725097adf7fd10f5cac,2372
90571711a19da675da540d2b,3551
29f5db19dd2082d76d83dfa5,2344
af01e95a40950f83b7d23b9b,2627
b6c5f07073c9de5129418f43,2539
5aa6fe32f7f2e089766de25f,2455
75d88dae90c6146f722dc3aa,2530
4939e13d854c80ac1a25403d,2767
1085cd74c00b1890fb23f0a7,2592
8d9bd95390f91c6e9fe8d0c1,2243
e5614ae9931df7e84902038d,4849
d58d6bfc7fc8a6ff2d07ebce,2311
75925c598555af9fbd770727,2999
0ecd6ed0656e98fcf826a48b,2896
26f22d34421736f5b86ce2ce,2999
34ed8a8c53de4523b98487d2,2999
645beca55e3e826154f0166d,2999
fb362459aaf86b4b733f0318,1823
354f3a877e8abae7f7a72a13,2684
3302c30fb304aa899a7f8e2f,3180
47e639d441d5738511aff6be,2999
0f17c55488d9bfccf3587747,4032
564568bc2486492b2c979c10,2498
dfd7c87c0c2cdf4380aee1ae,3152
4eaec6c6efbfb46dd324e8ae,3178
e72f611a6fdd256fb3baf651,2999
a3e62d63af08ea72dd2020ef,2999
0c1dd2b7f92944beb801d66d,3247
7ca226f17dd73a5e5d7e7f73,3321
ffeb84253a655ea31b40f13e,3321
0d7a790bb0059f0840888c33,5679
287ea30eae11d4fad664d414,2999
927c408abb6d93ccf6e51d19,6782
3f9c09c76d09ee25a48bb5dd,2944
2028127beb460126afdd73ff,4814
0388e403701fb3510986183e,5009
9726859ac74319773ffbaf64,2853
4d9fbee3462cee8795170135,3074
5ef457ae128676a08c3756b3,3905
09dffdff55f1f71e3a87323f,2849
77e7e5f242dc41031fde4e37,2193
0cc189fc57c340ef413a8d24,3458
4cabb10a18b1c2f9b7f2f947,2732
dadafbb90edb4f84736ff23f,2306
e9e5b7a6bd3434667b114ac6,2832
f247aae5ca00d3b9bd9bf8cc,3284
ea774b0bf8b8464d5b1d18ae,4153
8e7d1ee0dcfbb1447263edf8,3774
345572a750ad92a3a8c27ee3,4053
6e94db9f31d7b6e5dbf56fe4,2523
6a86579ccdd41bd507f07b1a,2539
